values; percentile
516.77; 0.24
516.79; 0.24
516.88; 0.24
516.88; 0.24
516.91; 0.24
517.03; 0.24
517.11; 0.24
517.17; 0.24
517.21; 0.24
517.21; 0.24
517.31; 0.24
517.32; 0.24
517.35; 0.24
517.42; 0.24
517.43; 0.24
517.55; 0.24
517.57; 0.24
517.61; 0.24
517.62; 0.24
517.68; 0.24
517.68; 0.24
517.69; 0.24
517.73; 0.24
517.74; 0.25
517.77; 0.25
517.78; 0.25
517.79; 0.25
517.84; 0.25
517.92; 0.25
517.94; 0.25
517.97; 0.25
517.99; 0.25
518.01; 0.25
518.17; 0.25
518.19; 0.25
518.19; 0.25
518.25; 0.25
518.26; 0.25
518.32; 0.25
518.35; 0.25
518.39; 0.25
518.46; 0.25
518.46; 0.25
518.49; 0.25
518.51; 0.25
518.56; 0.25
518.56; 0.25
518.57; 0.25
518.60; 0.25
518.60; 0.25
518.62; 0.25
518.62; 0.25
518.67; 0.25
518.68; 0.25
518.69; 0.25
518.75; 0.25
518.78; 0.25
518.83; 0.25
518.84; 0.25
518.86; 0.26
518.88; 0.26
518.88; 0.26
518.88; 0.26
518.91; 0.26
518.93; 0.26
518.94; 0.26
518.95; 0.26
518.96; 0.26
518.98; 0.26
518.99; 0.26
519.01; 0.26
519.01; 0.26
519.02; 0.26
519.05; 0.26
519.08; 0.26
519.10; 0.26
519.14; 0.26
519.14; 0.26
519.19; 0.26
519.19; 0.26
519.19; 0.26
519.21; 0.26
519.23; 0.26
519.23; 0.26
519.25; 0.26
519.27; 0.26
519.27; 0.26
519.33; 0.26
519.36; 0.26
519.36; 0.26
519.38; 0.26
519.40; 0.26
519.41; 0.26
519.41; 0.26
519.42; 0.26
519.44; 0.26
519.46; 0.27
519.48; 0.27
519.49; 0.27
519.50; 0.27
519.59; 0.27
519.60; 0.27
519.60; 0.27
519.63; 0.27
519.63; 0.27
519.63; 0.27
519.65; 0.27
519.65; 0.27
519.66; 0.27
519.68; 0.27
519.73; 0.27
519.76; 0.27
519.77; 0.27
519.79; 0.27
519.84; 0.27
519.85; 0.27
519.87; 0.27
519.88; 0.27
519.91; 0.27
520.01; 0.27
520.03; 0.27
520.04; 0.27
520.05; 0.27
520.07; 0.27
520.08; 0.27
520.11; 0.27
520.11; 0.27
520.11; 0.27
520.16; 0.27
520.17; 0.27
520.17; 0.27
520.18; 0.28
520.18; 0.28
520.19; 0.28
520.24; 0.28
520.25; 0.28
520.25; 0.28
520.26; 0.28
520.26; 0.28
520.28; 0.28
520.31; 0.28
