address,#hits
198.45.53.155,10
198.38.109.131,10
45.57.63.187,10
198.38.96.164,10
108.175.41.161,10
108.175.40.112,10
198.38.97.161,10
198.45.55.156,10
198.38.108.138,10
108.175.40.97,10
23.246.49.146,10
108.175.41.166,10
45.57.63.163,10
45.57.62.185,10
45.57.26.133,10
45.57.44.217,10
23.246.8.139,10
198.38.96.178,10
45.57.63.164,10
45.57.63.173,10
23.246.5.131,10
45.57.27.130,10
108.175.41.164,10
198.38.109.140,10
198.38.109.144,10
198.38.96.175,10
147.72.15.129,10
198.38.96.160,10
198.38.96.150,10
45.57.18.131,10
198.38.109.197,10
45.57.63.180,10
198.38.118.161,10
198.38.97.175,10
198.38.97.179,10
23.246.48.146,10
108.175.41.168,10
198.38.97.157,10
101.98.9.252,9
198.38.108.181,9
198.38.108.224,9
45.57.58.245,9
198.38.108.184,9
198.38.108.133,9
23.246.8.134,9
198.45.54.178,9
198.38.109.154,9
108.175.39.217,9
23.246.36.154,9
198.45.54.154,9
198.45.55.155,9
198.45.54.160,9
198.45.54.175,9
198.45.54.152,9
198.38.108.148,8
108.175.39.172,8
23.246.4.159,8
198.45.54.193,8
198.45.54.151,8
108.175.39.231,8
198.38.108.236,8
198.45.53.166,8
198.38.109.147,8
198.38.108.230,8
198.38.113.131,7
198.38.113.136,7
198.38.109.157,7
198.45.55.152,7
198.45.54.157,7
198.38.112.148,7
23.246.4.153,7
198.38.112.142,7
198.45.54.164,7
23.246.5.146,7
198.38.108.232,7
23.246.30.145,7
23.246.4.158,7
198.38.109.156,7
198.38.108.227,7
198.38.124.148,7
198.38.113.147,7
45.57.58.226,7
198.45.53.171,7
198.38.109.190,7
198.38.109.238,7
198.45.55.153,7
198.38.113.148,7
198.45.53.161,7
108.175.38.235,7
198.38.108.196,7
198.38.97.171,7
198.38.109.143,7
198.45.55.174,6
198.38.112.145,6
198.38.108.233,6
23.246.4.143,6
198.38.109.182,6
198.45.53.173,6
198.38.109.176,6
198.38.109.146,6
198.38.113.139,6
198.38.108.171,6
198.38.112.139,6
198.45.54.158,6
198.45.52.164,6
198.38.108.226,6
198.45.52.168,6
198.45.53.172,6
23.246.5.143,6
198.45.54.161,6
198.45.52.176,6
198.38.113.146,6
108.175.39.205,6
198.45.52.154,6
198.38.112.147,6
198.38.108.175,6
198.38.108.173,6
198.45.54.159,6
198.38.108.191,6
198.38.112.157,6
198.45.54.163,6
45.57.18.132,6
198.45.55.185,6
23.246.4.136,6
198.38.109.153,6
23.246.46.132,6
198.38.109.159,6
23.246.2.143,6
108.175.39.222,6
198.45.54.170,6
198.38.97.178,6
198.45.52.162,5
45.57.39.132,5
198.38.109.196,5
198.38.120.152,5
45.57.16.140,5
198.45.53.168,5
198.38.112.155,5
23.246.5.139,5
198.45.53.152,5
45.57.38.131,5
45.57.39.131,5
45.57.62.191,5
108.175.40.118,5
198.45.52.179,5
45.57.24.143,5
23.246.4.137,5
37.77.187.148,5
45.57.19.137,5
108.175.40.125,5
198.38.96.177,5
198.38.97.168,5
198.38.97.155,5
198.45.52.169,5
23.246.5.157,5
108.175.41.178,5
37.77.186.157,5
45.57.62.177,5
45.57.62.161,5
45.57.63.188,5
198.38.108.131,5
23.246.58.157,5
108.175.41.190,5
198.38.109.149,5
45.57.63.179,5
45.57.63.171,5
198.38.112.133,5
198.38.112.151,5
45.57.63.166,5
198.38.112.150,5
198.38.118.163,5
108.175.41.167,5
23.246.51.133,5
108.175.40.102,5
45.57.58.234,5
108.175.41.189,5
23.246.5.137,5
45.57.36.138,5
108.175.41.174,5
198.38.109.180,5
45.57.62.184,5
108.175.40.113,5
198.38.108.198,5
23.246.5.138,5
198.38.109.230,5
23.246.4.130,5
198.38.109.170,5
45.57.19.131,5
198.38.115.132,5
71.33.48.23,5
198.38.109.134,5
45.57.63.189,5
198.38.118.167,5
45.57.62.172,5
45.57.23.133,5
108.175.41.184,5
108.175.40.96,5
45.57.25.143,5
23.246.36.141,5
108.175.40.99,5
198.38.113.130,5
45.57.39.130,5
37.77.186.154,5
45.57.27.131,5
23.246.2.131,5
23.246.37.176,5
23.246.8.148,5
23.246.50.130,5
108.175.40.105,5
45.57.63.160,5
198.38.96.153,5
37.77.187.151,5
198.38.97.148,5
45.57.24.133,5
37.77.189.85,5
45.57.62.189,5
23.246.9.151,5
45.57.62.182,5
198.45.53.170,5
45.57.24.131,5
45.57.62.176,5
37.77.188.92,5
108.175.41.169,5
71.33.48.11,5
198.38.109.228,5
198.38.108.199,5
108.175.40.124,5
45.57.19.132,5
198.38.109.195,5
45.57.62.158,5
198.45.52.151,5
71.33.48.9,5
45.57.27.132,5
198.38.113.149,5
108.175.41.177,5
45.57.39.134,5
198.38.108.193,5
198.45.54.162,5
198.38.97.172,5
108.175.41.162,5
45.57.63.167,5
150.101.183.137,5
108.175.39.238,5
108.175.41.186,5
198.45.54.192,5
198.38.96.167,5
108.175.40.108,5
198.45.53.157,5
198.45.53.178,5
45.57.16.137,5
198.38.114.132,5
108.175.41.165,5
45.57.62.171,5
37.77.191.132,5
45.57.62.170,5
108.175.40.121,5
45.57.62.164,5
108.175.40.107,5
45.57.27.134,5
23.246.3.140,5
198.38.116.172,5
198.45.53.175,5
23.246.4.154,5
108.175.47.223,5
45.57.45.159,5
198.38.108.231,5
216.191.190.162,4
108.175.39.214,4
198.38.113.155,4
108.175.38.254,4
198.45.55.168,4
198.45.55.170,4
198.38.113.135,4
216.191.195.178,4
198.38.112.130,4
108.175.38.231,4
108.175.47.222,4
45.57.21.132,3
62.4.253.163,3
23.246.4.144,3
198.38.108.183,3
62.4.253.165,3
23.246.4.157,3
23.246.4.142,3
198.45.52.172,3
198.38.113.137,3
198.38.112.132,3
198.45.55.158,3
198.38.113.153,3
62.4.253.169,3
198.38.108.146,3
198.38.108.179,3
108.175.38.230,3
198.38.112.137,3
198.45.54.155,3
108.175.38.234,3
216.191.217.94,3
198.38.109.222,2
203.184.8.252,2
198.38.108.134,2
198.38.108.153,2
198.45.50.133,2
198.38.109.239,2
198.38.113.144,2
45.57.45.242,2
198.38.109.136,2
216.248.75.146,2
198.38.109.236,2
216.191.190.166,2
198.38.109.242,2
23.246.4.131,2
198.38.112.146,2
198.38.109.235,2
198.38.109.198,2
23.246.47.131,2
198.38.108.149,2
198.38.108.177,2
198.38.108.152,2
203.184.9.252,2
198.38.108.192,2
198.38.112.138,2
198.38.108.229,2
108.175.38.253,2
198.38.108.174,2
198.38.113.157,2
108.175.39.251,1
185.9.188.139,1
198.38.120.145,1
198.38.112.140,1
198.45.49.138,1
198.45.52.150,1
198.38.111.134,1
198.38.113.138,1
185.9.188.138,1
198.38.96.154,1
45.57.7.138,1
198.38.112.143,1
198.38.113.143,1
198.38.108.159,1
198.38.98.177,1
23.246.4.146,1
198.38.109.150,1
198.38.108.157,1
45.57.21.130,1
198.38.108.155,1
23.246.5.158,1
198.38.113.152,1
198.38.124.149,1
23.246.5.155,1
198.38.109.142,1
108.175.34.147,1
23.246.16.132,1
108.175.35.142,1
198.38.108.235,1
23.246.16.138,1
198.38.108.189,1
198.38.108.180,1
198.38.112.153,1
23.246.45.130,1
198.38.109.151,1
198.38.112.149,1
108.175.34.140,1
198.38.119.136,1
198.38.96.159,1
198.38.112.134,1
198.38.109.237,1
198.38.108.185,1
198.38.113.140,1
198.45.52.158,1
198.45.50.134,1
198.38.97.167,1
198.38.98.176,1
23.246.20.132,1
198.38.111.132,1
198.38.96.163,1
198.45.50.131,1
198.38.112.152,1
198.38.109.171,1
198.38.109.189,1
198.38.118.138,1
198.38.113.141,1
108.175.38.166,1
172.56.132.126,1
198.38.113.158,1
23.246.10.136,1
23.246.5.142,1
